"Story","Title","Result","Date","Stability","Duration (s)"
"Se requiere hacer pruebas a la parte de creación, edición y eliminación de usuario particular","Crear un usuario particular","SUCCESS","2023-09-25T03:50:02.4660837-05:00[America/Bogota]","0.0","22.03"
